"success","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"","blank_screen","html-keyboard-response","816","1311955","0.0-259.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","817","1314201","0.0-259.0-6.0","24","female","2239.9000000059605","Confidence judgment (second response)","","","-1","-1","","","","right","74.5","50","74.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","818","1314204","0.0-260.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","6","7","97","239","300","61","right","74.5","true","1398.1000000238419","3","no","left","right","74.5","false","true","2239.9000000059605","","","","","",""
"","fixation","html-keyboard-response","819","1314590","0.0-261.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","820","1315102","0.0-261.0-1.0","24","female","null","[Dot display: left=300, right=239, diff=61]","null","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","821","1318265","0.0-261.0-2.0","24","female","3159.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","84.5","84.5","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","822","1319531","0.0-261.0-3.0-0.0","24","female","1264","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","823","1320340","0.0-261.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","824","1321867","0.0-261.0-6.0","24","female","1523.199999988079","Confidence judgment (second response)","","","-1","-1","","","","left","84.5","84.5","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","825","1321870","0.0-262.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","6","8","98","300","239","61","left","84.5","true","3159.800000011921","1","no","left","left","84.5","true","true","1523.199999988079","","","","","",""
"","block_message","html-button-response","826","1322848","0.0-263.0","24","female","976","block message","0","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","827","1323195","0.0-264.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","828","1323706","0.0-264.0-1.0","24","female","null","[Dot display: left=239, right=300, diff=61]","null","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","829","1325433","0.0-264.0-2.0","24","female","1723.5","Confidence judgement (first response)","","","-1","-1","","","","left","74.25","74.25","50","false","61","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","830","1326350","0.0-264.0-3.0-0.0","24","female","914","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","831","1327159","0.0-264.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","832","1328217","0.0-264.0-6.0","24","female","1052.7000000178814","Confidence judgment (second response)","","","-1","-1","","","","left","74.25","74.25","50","false","62","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","833","1328219","0.0-265.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","6","9","99","239","300","61","left","74.25","false","1723.5","1","no","left","left","74.25","false","false","1052.7000000178814","","","","","",""
"","fixation","html-keyboard-response","834","1328645","0.0-266.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","835","1329156","0.0-266.0-1.0","24","female","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","836","1331230","0.0-266.0-2.0","24","female","2071.899999976158","Confidence judgement (first response)","","","-1","-1","","","","left","84.5","84.5","50","false","63","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","837","1331966","0.0-266.0-4.0-0.0","24","female","734","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","838","1332775","0.0-266.0-4.0-1.0","24","female","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","839","1334984","0.0-266.0-6.0","24","female","2205.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","81.25","50","81.25","true","63","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","840","1334985","0.0-267.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","6","10","100","238","300","62","left","84.5","false","2071.899999976158","2","no","right","right","81.25","true","true","2205.0999999940395","","","","","",""
"","fixation","html-keyboard-response","841","1335200","0.0-268.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","842","1335716","0.0-268.0-1.0","24","female","null","[Dot display: left=300, right=237, diff=63]","null","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","843","1338183","0.0-268.0-2.0","24","female","2462.800000011921","Confidence judgement (first response)","","","-1","-1","","","","right","79","50","79","false","64","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","844","1339282","0.0-268.0-5.0-0.0","24","female","1097","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","845","1340089","0.0-268.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","846","1341400","0.0-268.0-6.0","24","female","1305.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","right","79","50","79","false","65","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","847","1341403","0.0-269.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","6","11","101","300","237","63","right","79","false","2462.800000011921","3","no","right","right","79","false","false","1305.4000000059605","","","","","",""
"","fixation","html-keyboard-response","848","1341694","0.0-270.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","849","1342204","0.0-270.0-1.0","24","female","null","[Dot display: left=235, right=300, diff=65]","null","","-1","-1","235","300","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","850","1344400","0.0-270.0-2.0","24","female","2191.800000011921","Confidence judgement (first response)","","","-1","-1","","","","right","72.75","50","72.75","true","64","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","851","1345082","0.0-270.0-4.0-0.0","24","female","680","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
